0x5b8fd0	⊢⊞⊞⋈⋈⋈⊞⋈⋈⊞⊞⊞⊙
0x673abd	⊢⋈⋈⋈⋈⋈⋈⊞⋈⊤∈⋈⋈⋈⊞∈⋈⊞⋈⊞∋⋈⊞⊞⋈⊞⊞⋈⊞⊞⋈⊞⊞⋈⊞⋈⋈⊤∈∋⋈⊞⊞⋈⊤⋈∈∋⊤⊥⊤⊥⊤∈⋈⋈≻⊤∈⋈⊤⊥⊤⊥⊤∈⋈⊞⋈⋈≻⊤⊥⊤⊥⊞∈⊞⊤∈⋈∋⋈⊞⊞⋈⊤∈≺⋈∋⊤⊥⊤⊥⊤∈∋⊞⊤∈⋈∋⊞≺⊞∋⋈⊞⊞⋈⋈⋈⋈⋈⋈∋⋈⊞⋈⋈⋈⋈⋈⋈⊣⊞≻⋈⋈⋈⋈⋈⊤∈⋈⊤∈⋈⋈⊞⊞⋈⋈⋈∋⊤∈⋈⊞⋈⋈⋈⊞⊙⋈∋⊞⊞⋈⊞⊞⊞⋈⋈⊞⊙⋈⋈⊞⊤⋈∈≺⋈∋⋈⋈⋈⋈⋈⋈⊣⊞≻⋈⋈⋈⋈⋈⋈⊞⋈⊞⋈⋈⊞⊞⋈⋈⋈⋈⋈∋⋈⊞⊞⋈⊞⊞⋈⊞⊞⋈⋈⊞⋈⊞⊞⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈∋⋈⊤∈⋈⊞⊞⊤∈⊞⊤∈⋈⊞⋈⋈∋⋈⋈⊞⊞⊤∈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞∋⋈⋈⋈≻⊤∈⋈⊤∈∋⊞∈⊞⋈⋈⋈⊞⊙⊤∈∋⊞⊤∈≺⊤∈≺⋈⋈⋈⋈⋈≺∋⋈⊞⋈⋈⋈⋈⋈⋈⊣⊞≻⋈⊤∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈∋⊣⋈⊣⋈⊣⋈⊣⋈⊣⋈⊣⋈⊣⋈⊣⋈⊣⋈⊣⋈⊣⋈⊣
0x674080	⊢⋈⋈⋈⋈⋈⊞≻⊤∈⊞⋈≻⊤∈⊞⋈⋈⊞⋈⋈≺∋⊞⊞⋈⋈⊣⋈⋈⋈⋈⋈⋈≻⊤∈⊞≺⋈⊞⊥∋⋈⊣
0x6740c7	⊢⋈⋈⋈⋈⋈⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⊞⋈⋈⋈⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⋈≻⊞⋈⋈≻⋈⋈⊞∈⊞⋈⋈⊞⋈⋈≻⊤∈⊞⋈⋈⋈⋈⊞⋈⋈≻⊤∈⊞⋈⋈⋈⋈⊞⋈⋈≻⊤∈⊞⋈⋈⋈⋈⊞⋈⋈≻⊤∈⊞⋈⋈⋈⋈⊞⋈⋈≻⊤∈⊞⋈⋈⋈⋈⊞⋈⋈≻⊤∈⊞⋈⋈⋈⋈⊞⋈⋈≻⊤∈⊞⋈⋈⋈⋈⊞⋈⋈≻⊤∈⊞⋈⋈⋈⋈⊞⋈⋈≻⊤∈⋈⊞⋈⋈⋈⊞⋈⋈≻⊞⊞⊞⋈⋈≻⋈⊞⊞⋈⋈≻⋈⊞⊞⋈⋈≻⋈⋈⋈⋈⊞⊞⋈⋈⋈≻⋈⊞⋈⋈⋈≻⋈⊞⋈⋈⋈≻⋈⊞⋈⋈⋈≻⋈⊞⋈⋈⋈≻⋈⋈⋈⋈⊞≻⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⊞⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈≻⊞⋈≻⋈⊤∈⊞⋈⊞∋⋈⊞⊞⊞≻⊤⋈∈⊞⋈≻⋈⋈∋⋈⋈⊞⋈⋈⋈⊤∈⊞≻⋈∋⋈⋈⊞⋈⊞⊤⋈∈∋⋈⋈⊞⊞⊞∋⋈⋈⊞⋈≻⋈⊞⊤∈⊞⊞⋈≻⋈⋈⊤∈⋈⋈⋈⋈≻⋈⋈⋈⋈≻⊞≻⋈⋈⋈⋈≻∋⋈⋈⋈⋈≻∋⊞⊞⊞⋈≻⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣⋈⋈⋈⋈⊤⋈⊥⋈⊤∈⊞∋⋈⊞⊤⊞⊥⊞⊤∈∋⋈⊞⋈⋈⋈⊞⋈⋈⊙⋈⋈⋈⋈⋈⋈⋈⋈⊞≻⋈⋈⋈⋈≻⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⊞⋈⊞⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⋈⋈⋈⋈⋈⊞⋈⋈⋈⊞⊞∋⋈⊤⋈∈⋈⋈⊤⊥≺⊞∋⊞⊞⊞⊞⊞⋈⊤⊥⊤⋈⋈⋈⋈⋈⊞⊥⋈⋈⋈⊥⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⊞⊞≻⋈⋈⋈⋈⋈⊞⊞⋈≻⋈⋈⋈⋈⋈⊞≻⊞⊞⊞⊤∈⊞⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⋈⊞⊞∋⋈⋈⊞⊤⊥⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⊞⊥⊞⋈⋈⋈⊞⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⋈⊞⊞≻⋈⋈⋈⋈⊞⊞⋈≻⋈⋈⋈⋈⊞≻⊞⊞⊤∈⊞⊞⊞⋈≻⋈⊞⊞⋈⊞⋈⊞⋈⋈⊞⋈≻⋈⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⋈≻⊞⊞⊞⊞⋈⊞⊞⊞⊞⊞⊞⋈⊞⊤∈⋈⋈⊞⊙⊤⊥⊞≻⊞⋈⋈≻⋈⋈≻⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⊙⊤∈⋈⊡⊞⋈⋈⋈⊞⊞⋈∋⊞⋈⋈⊞⋈≻⊤∈⊞⋈⊡⊡⊞⋈⋈⋈⋈⊞∋⊞⊞≻⋈⋈⊤⋈∈⋈⊞⊞⋈⋈⋈∋⋈⋈⊞≻⋈⋈⊤∈⋈⊤∈⋈⋈⊞∋⊞⋈⊞⊤∈⊞⋈⋈⋈⊙⊤∈∋⊞⊤∈≺⋈⊞⊞⋈⊤∈⊞⋈⋈⊙⊤∈≺⊞⋈⋈⋈⋈⋈∈∋⊞⊤∈∋⊞⋈≺⋈⋈⋈⋈∋⋈⋈⊤⊥⊤∈⊞≻⋈∋⋈⊞⋈⊞⋈⊤∈⋈⊤∈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈≺⋈⋈≻⋈⋈⋈⋈⊞⋈⊞⊞⋈⋈⋈⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⋈⋈⊞⋈⊞⋈⊞⋈⋈⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⋈≻⋈⋈⊞⋈⋈⋈⋈⊣
0x675a8c	⊢⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⊞∋⋈⊤∈⋈⊤∈⊞⊞⊞⋈≻⊞⊤∈∋⋈⋈∈⋈∈⋈⋈∈⋈∈∋⋈⋈∋⊤⋈⋈⊥⋈⋈⋈⋈⋈⊣⋈⊞≺⊞⋈≻
0x675b76	⊢⋈⋈⋈⋈⋈⋈⊞⋈⊞⊞⊞⋈⋈⋈⋈⋈⊞∋⊤∈⊞⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⋈⋈⋈≻⊤∈⋈⋈⊤∈∋⊤∈⊞≺⊞≻⋈⊤∈⋈≺⋈⋈≺⋈⊞∋⊤∈⋈⋈⊙⊤∈⋈⊡⋈⋈⊞⋈⋈⋈⊞⊞⋈⊙⊞⋈⋈∋⊤∈∋⋈≻⊤∈⋈⋈≺⋈∋⋈⊤∈⊤∈⊞⋈⋈⋈⊞⊞⋈⋈⋈⋈⋈⋈⋈⋈≺∋⊤∈≺⊞≻⋈⊤∈⋈≺⋈∋⊞∋⊤∈⊤∈∋⋈⋈⊞⋈⊞≺⋈⋈⋈⊞⋈≻⋈≺⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⊞⋈⊞⋈⊞⊞∋⋈⋈⊤∈⊤∈⊞⊤∈⊞⊞⊞⊤∈≺⊤∈⊤∈⋈⋈⊞⋈⊞⊞∈⋈⋈⊞⋈⊞⊞∈⊞⊤∈⋈⊞⋈⋈⊤∈⋈⊤∈⋈⊤∈⋈⊤∈∋⋈⋈∋⋈⋈≺⋈⋈⊞⋈⊞⊞∈⊞⊤∈⋈⊞⋈⋈⋈⊞≻⊤∈≺⋈⊞⋈⋈⋈⊞≻⋈⊞⋈≺⊞⊤∈⋈⊞⋈⋈⊤∈⋈⊤∈⋈⊤∈⋈⊤∈∋⋈⋈∋⋈⋈∋⊞⊤∈≺⊤∈⊞⊤⊞∈∋⊞⋈∋⊤∈⋈⊞⊤∈⋈⋈⊞⋈⊥⊞⋈⊥⊤∈⊞⊤∈≺⊤∈⊞⊤⊞∈∋⊞⋈∋⊤∈⋈⊞⊤∈⋈⋈⊞⋈⊥⊞⋈⊥⊤∈⊞⊤∈≺⊤∈∋⊞⋈∋⋈⊞⊤∈⋈⊞⋈⊞⋈⊞⊤∈≺⊤∈∋⊞⋈∋⋈⊞⊤∈⋈⊞⋈⊞⋈⊞⊤∈≺⋈⋈⊞≺⊤∈⊞⋈⋈⋈⊤∈⋈⋈⋈⋈∋⊞⊤∈⊞≻⋈∋⋈⊞⋈⊤∈⊞≻∋⋈⋈⋈⊞⋈⊞⊞⋈⊤∈⋈⋈⊤∈⋈⋈⋈⋈⋈∋⊤⊞⋈⋈⊤∈⋈⋈∋⊤∈⊞⊤∈∋⊞⊞≺⊤∈∋⋈⊞⋈⊞⊥⊤⊥⊞⊞∋⊤∈⋈⋈⋈⋈⋈≻⊤∈⊞⋈⋈⋈⋈⋈⋈⋈⊞∋⋈⊞⊞⋈⋈⊤∈⊞≻⋈⋈∋⋈⊞⋈⊤∈⋈⋈⋈⊞⋈⋈⋈⋈≻∈⋈⋈⋈⋈⋈≻⋈⋈⊤⋈⋈⋈⋈∈⋈⋈⋈⋈∋⋈⊤∈⋈⊤∈∋⋈≺∋⋈⋈⋈∋⋈⋈⊙⊤∈⋈⊡⊞⋈⋈⊙⋈⋈⋈∋⋈⋈⋈⋈≻⊞⋈⋈⋈⋈⋈⋈⊣⋈⋈⊙⊤⋈⋈⋈∈⊡⋈⋈⋈⋈⋈⋈∋⋈⋈⋈≻≺⊞∋⋈⋈≻∋⋈∋⊞⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⋈⊞⋈⊞⋈⋈⋈⊞⋈≻⋈⋈⋈⋈≻⋈≺⊡⋈⊞⊞⋈⋈⋈⊞⊞⋈⋈∋⋈⊞∈⋈⋈⊤∈∋⋈⋈⊞⋈∋⊞⊞⋈⊞⋈⋈⊞⋈≻⋈⋈⋈⊞⊞⋈≻⋈⋈⋈⋈≻⊡∈≺⋈⋈⋈⊞⋈≻⋈≺⋈⋈⊙⊤∈⊡⋈⊞⋈⋈⋈⊞⊞⋈⊞⋈⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⋈⊞⋈⊞⋈⋈⊞⊞⊞⋈⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⋈⋈⊞⋈⊞⋈⋈⋈⊞⋈⋈⊞⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⋈⊞⋈⊞⊞⊞⋈⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⋈⊞⋈⊞⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⋈≻⋈⋈⋈⋈⋈⋈⋈≻⋈⋈⋈⋈≻⋈⋈⋈≺⋈⋈≻∋⋈⋈≻∋⋈⋈≻∋⋈⋈≺⋈⋈≻⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⊞⋈⊞⋈⋈⋈⋈⊞⋈⋈⊞⊞⋈⊞⋈⊞⋈⊞⋈⋈⋈⋈⊞⊞⊞⋈⊞⊞⊞⋈⋈⊞⊞⊞⋈⊞⊞⊞⊞∈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⊞⋈⊞⋈⋈⋈⊞⋈⋈⊞⊞⋈⊞⋈⊞⋈⋈⋈⊞⋈⋈⊞⊞⊞⋈⊞⊞⊞⋈⋈⊞⊞⊞⋈⊞⊞⊞⊞∈⋈⊞⋈⊞⋈⋈⋈⊞⋈⋈⊞⊞⋈⋈⋈⊞⊞⋈⊞⋈⋈⊞⊞⊞⋈⊞⊞⊞⋈⊞⊞⊞⋈⊞⊞⊞⊞∈⊡⊡∈⋈⋈⊞⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⊞⋈⊞⋈⊞⋈⋈⊞⊞⊞⋈⊞⊞⊞⋈⊞⊞⊞⋈⊞⊞⊞⊞∈⋈⋈⋈⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⊞⋈⋈⊞⋈⋈⊞⋈⋈⊞⊞⊞⋈⊞⊞⊞⋈⊞⊞⊞⋈⊞⊞⊞⊞∈⊞⊞∈⋈⋈⋈⋈⋈⋈⊞⊞⋈⊞⋈⋈⋈⊞⋈⋈⊞⊞⋈⋈⋈⊞⊞⋈⊞⋈⋈⊞⊞⊞⋈⊞⊞⊞⋈⊞⊞⊞⋈⊞⊞⊞⊞∈⋈⋈⋈⋈⋈⋈⋈≻⋈⋈⋈⋈⋈≻⋈⋈⊞∈⋈⊞⊤∈∋⋈⋈⋈⋈⊙⋈⋈⊞∈⋈⊞⊤∈∋⋈⋈⋈⊞∈⋈⊞⊤∈∋⋈⋈⋈⋈⋈⊙⋈⋈⋈⋈⋈⋈⊙⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈∋⊞∋⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣∋⊞⊞⋈≺⊞≺⊞≻∋⊞≻∋⊞≻⋈⋈⋈⋈⋈⋈⊞⋈⊞⊞⋈⊙⋈⊞⊤∈⋈⊞⊤∈⋈⋈⊞⊞⊞⋈⊞⊞⊞∋⊞∋⋈⊞⊞⊞∋⊤∈⋈⊞⊞⊞⋈⊞∈⋈⊡⊡⊡⊡⋈⋈⊞⊞⊞⊞⊡⋈≻⊞≻⊞⊞⋈⊡⋈⊞⊞⊞⊞⋈⊞⋈⊞≻≻⊞⊞⊞⊞⋈⋈⊞⊞⊞⊞⊤∈⊞⊞⊞⊞⊞⊞⊞⊞⋈⊞⊞⊞⊞⊞⊞⋈≺⊞⊤∈⊞⊞⊞⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⋈⋈⋈⋈⋈⊞⋈⊞⋈≻⊞⋈⋈⋈⋈⋈⋈⊣
0x6774ab	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⊙⊤∈⋈⊡⊞⋈⋈⊙⊞⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞∋⋈⊞⋈⋈⊞⋈⊞⋈⊞⋈⋈⋈⊞⊞⊞⊞⊞⋈⋈⋈⋈⋈⋈⋈⊞⋈⊞⊞⋈⊞⊥⋈⋈∋⋈⋈⊞⋈⋈⋈⋈⊞⊞⊞⋈⋈≻⊤∈⊞⊞⊞⊞⊡⊡⊡⊞∈⋈⋈⋈∋⋈⋈⋈⋈⋈⋈⊞⊞⊞⋈⋈≻⊤∈⊞⊞⊞⊞⊡⊡⊡⊤⋈∈⋈⋈⋈⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⊞⊞⊞⋈⊞⊞⊞⊤⊥⋈⊞⊞⊞⊞⋈⊞⊞⊞⊤⊥⋈⊞⊞⊞⊞⋈⊞⊞⊞⊤⊥⋈⊞⊞⊞⊞⊞⋈⊞⊞⊞⊤⊥⋈⊞⊞⊞⊞⋈⊞⋈⋈⊞⋈⊞⋈⋈⋈⋈⋈⊞⊞⋈⊞⊞⊞⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⋈⊞⋈⋈⋈⋈⋈⊞⋈⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⊞⊞≻⋈⋈⋈≺⋈∋⊞⋈⊞⋈⊞⊞⊞≻⋈⋈⋈∋⊞⊞⋈≻⋈⋈⋈⋈≻⋈⊤∈⊞⊞⊞⋈≻⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣⋈⋈≻⋈⋈⋈⋈⋈⋈⊞⊞⋈≻⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊙⋈⋈⊙⋈⋈⊙⋈⋈⊙⊞⋈⋈⋈⋈⋈⋈⊣
0x677b39	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⊙⊤∈⋈⊡⊞⋈⋈⊙⊞⋈⋈⋈⋈⊞⊞∋⋈⋈⊞⊤⋈∈⊞⊞⋈⊞⋈∋⊞⋈⋈⋈⋈⊞⋈⋈⊞⊞⋈≻⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⋈⋈⋈⋈⋈⋈⋈⊞⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⊞⊞⋈≻⋈⋈⋈⋈≻⊞⊤∈⊞⋈⋈⊤⋈⊞∈∋⋈⋈⊞⋈⋈⊤∈≺⋈⋈⋈⋈⋈≻⋈≺⊞⊞⊞≻⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⊞⋈⊞⋈⊞⋈⋈⋈⋈⊞⋈≻⋈⋈⋈⊞⊞⋈≻⋈⋈⋈⊞⋈≻⊞⊤∈⊞⊞⊞≻⋈⊞⊞⊞⊞∋⋈⊞⋈⋈⋈≻∈⊞⋈⊤⊥∈⋈⊤∈∋⋈⊞⊤∈⊞⊞⋈⊞⋈∋⋈⋈⋈⋈⊞⋈⊞⋈⊞⋈⋈⊞⋈≻⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⊤∈⊞⊞⊞⋈≻⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣⋈⋈≻⋈⋈⊞⋈⋈⋈≻⋈⋈≻⊞⋈⋈⊣
0x678055	⊢⋈⋈⋈⋈⋈⋈⊞⋈⊞⊞⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈∋⋈⋈⋈⋈⋈⋈⋈⋈⋈≻⊞⊞⊞⊡⊡⊡⊞∈⊞⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⊞⋈⋈⋈≻⊞⊞⊞⊡⊡⊡⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈≻⊞⊞⊞⊡⊡⊡⊡⊡⊡⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣
0x6781e5	⊢⋈⋈⋈⋈⊞⊞⊞⊞⊞⋈⊞∈⋈⋈⋈⊞⊞⊞⊞⊞⋈∋⊞⊞⊞⊞⊞⊞⊞⊤∈⋈⋈⊙⋈⋈⋈⊞⋈∈∋⊤⋈⊞⊤⋈⊥⊥⋈⋈⋈⋈⊣⊞≻⋈⊞⊥⊤∈⋈⊞⊥∋⋈⊞⋈⊞∈⊞⊞⋈⊤⋈∈∋⊤⊞⊣⋈⊞≻⊤∈⋈⊤∈⊤∈⊣⋈⊞≻⊞⊣⊞∋⊣
0x678346	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⋈⊞⋈⊞⋈⊞⋈⊞⊞⋈⋈⋈⋈⊞⋈⊞⊞⋈⋈⊞⊞⊞⋈⊞⋈⊞⋈⊞⊞⊞⋈⊞⋈⊞⊞⊞⊞⋈⊞⋈⊞⊞⊞⊞⊞⋈⋈⋈⊞⊞⋈⊞⊞⊞⋈⋈⋈⋈⋈≻⋈⋈⋈⋈⋈≻⋈⋈⋈⋈⋈⊞∈⋈⊞⊤∈∋⋈⋈⊞∈⋈⊞⊤∈∋⋈⊞∈⋈⊞⊤∈∋⋈⋈⋈⋈⊙⋈⋈⋈⋈⋈⋈⊙⋈⋈⋈⋈⋈⋈⋈⊙⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣⊞≻∋⊞≻∋⊞≻⋈⋈⊞⊤∈⋈⊞⊞⊞⊞⊞≻≻⋈⊤∈≺⊞⋈⋈⊣
0x678605	⊢⋈⋈⋈⋈⋈⋈⊞⋈⊞⋈≻⋈⊞⋈⊞⋈⋈⋈⋈⊞⊞⊞⋈⋈⋈⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⋈⋈⋈≻⋈⊞⋈⋈⊞⋈⊞⊞⊞⋈≻⋈⋈⊞⋈⋈≻⋈⋈⋈⋈≻⋈⊞⋈⋈⋈⋈⊞⋈⋈⊞⋈≻⋈∋⋈⊤∈⊞⊤∈∋⊤⊥⋈⊞⊞∋⊤∈⊤⊞∈⋈⋈≺⋈∋⊞⋈⋈⊞⊞⋈⊞⋈⋈⊞⋈⊞⊞⋈≻⋈⋈⊞⊞⋈⋈≻⋈⋈⋈⋈≻⋈⋈⋈⋈⋈⋈⋈≻⊞⋈⋈⋈⋈⋈⋈⊣
0x6788db	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⊞⋈⋈⋈⋈⊞⋈⋈⋈⋈≻⋈⋈⋈⋈≻⊞⊞⋈⋈⋈⊞⊞≻⊞⋈⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⊞⋈⋈⋈⋈⊞⊞⊞∋⊞⊞⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⊤∈⊞⋈⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⋈⊞⋈⋈⊞⊞⊞≻⋈⋈⋈⊞⊞⋈≻⋈⋈⋈⋈≻∋⊞⊤∈⊤∈⊞⊞⋈⊞⋈⊞⋈⋈⊞⋈⊞⋈⊞⊞⋈≻⋈⋈⊞⊞⋈⋈≻⋈⋈⋈⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≻⊞⊞⋈≺⊞⊞⊞∋≻⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣
